Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Add Receipt,Chrome 74.0.3729.169,,2019-06-14 16:54:06,2019-06-14 16:56:23,2m - 17.259s,FAILED
,,,,,,
Test Cases/Login,Chrome 74.0.3729.169,,2019-06-14 16:54:06,2019-06-14 16:55:09,1m - 3.128s,PASSED
openBrowser(toString()),Chrome 74.0.3729.169,,2019-06-14 16:54:07,2019-06-14 16:54:13,6.080s,PASSED
"navigateToUrl(""http://18.138.12.239/"")",Chrome 74.0.3729.169,,2019-06-14 16:54:13,2019-06-14 16:54:26,13.432s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,2019-06-14 16:54:26,2019-06-14 16:54:27,1.158s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-14 16:54:27,2019-06-14 16:54:37,10.026s,PASSED
"check(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/span_concat(Don  t show this popup again)_check""))",Chrome 74.0.3729.169,,2019-06-14 16:54:37,2019-06-14 16:54:37,0.144s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/button_Close""))",Chrome 74.0.3729.169,,2019-06-14 16:54:37,2019-06-14 16:54:37,0.076s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-14 16:54:37,2019-06-14 16:54:47,10.005s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/span_Start shopping now _login-icon""))",Chrome 74.0.3729.169,,2019-06-14 16:54:47,2019-06-14 16:54:48,0.095s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/a_Sign In""))",Chrome 74.0.3729.169,,2019-06-14 16:54:48,2019-06-14 16:54:50,2.384s,PASSED
"setText(findTestObject(""Object Repository/add to cart/Page_Sign In/input_Sign In_loginusername""), ""himangi.tankha@ranosys.com"")",Chrome 74.0.3729.169,,2019-06-14 16:54:50,2019-06-14 16:54:50,0.492s,PASSED
"setEncryptedText(findTestObject(""Object Repository/add to cart/Page_Sign In/input_Sign In_loginpassword""), ""8SQVv/p9jVTHLrggi8kCzw=="")",Chrome 74.0.3729.169,,2019-06-14 16:54:50,2019-06-14 16:54:51,0.158s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-14 16:54:51,2019-06-14 16:54:56,5.004s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Sign In/button_Sign In""))",Chrome 74.0.3729.169,,2019-06-14 16:54:56,2019-06-14 16:54:59,3.744s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-14 16:54:59,2019-06-14 16:55:09,10.004s,PASSED
,,,,,,
Test Cases/Add Receipt,Chrome 74.0.3729.169,,2019-06-14 16:55:09,2019-06-14 16:56:22,1m - 13.126s,FAILED
"click(findTestObject(""My Order/Page_My Orders/img""))",Chrome 74.0.3729.169,,2019-06-14 16:55:10,2019-06-14 16:55:12,2.871s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-14 16:55:12,2019-06-14 16:55:22,10.004s,PASSED
"click(findTestObject(""Add Receipt/Page_Welcome to The Thread Theory  The Thread Theory/span_Start shopping now _login-b-icon""))",Chrome 74.0.3729.169,,2019-06-14 16:55:22,2019-06-14 16:55:23,0.097s,PASSED
"click(findTestObject(""Add Receipt/Page_Welcome to The Thread Theory  The Thread Theory/li_My Orders""))",Chrome 74.0.3729.169,,2019-06-14 16:55:23,2019-06-14 16:55:25,2.496s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-14 16:55:25,2019-06-14 16:55:30,5.003s,PASSED
"click(findTestObject(""Add Receipt/Page_My Orders/span_View Order""))",Chrome 74.0.3729.169,,2019-06-14 16:55:30,2019-06-14 16:55:33,2.529s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-14 16:55:33,2019-06-14 16:55:38,5.003s,PASSED
"click(findTestObject(""Add Receipt/Page_Order  000000052/span_Add Receipt""))",Chrome 74.0.3729.169,,2019-06-14 16:55:38,2019-06-14 16:55:40,2.604s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-14 16:55:40,2019-06-14 16:55:45,5.003s,PASSED
"click(findTestObject(""Add Receipt/Page_Payment Receipt/input__tran_datetime""))",Chrome 74.0.3729.169,,2019-06-14 16:55:45,2019-06-14 16:55:45,0.140s,PASSED
"doubleClick(findTestObject(""Add Receipt/Page_Payment Receipt/span_Prev""))",Chrome 74.0.3729.169,,2019-06-14 16:55:45,2019-06-14 16:55:45,0.127s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-14 16:55:45,2019-06-14 16:55:50,5.002s,PASSED
"click(findTestObject(""Add Receipt/Page_Payment Receipt/a_14""))",Chrome 74.0.3729.169,,2019-06-14 16:55:50,2019-06-14 16:56:22,32.019s,FAILED
