Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Add Receipt,Chrome 74.0.3729.169,,2019-06-14 17:22:02,2019-06-14 17:24:11,2m - 8.744s,FAILED
,,,,,,
Test Cases/Login,Chrome 74.0.3729.169,,2019-06-14 17:22:02,2019-06-14 17:23:01,58.541s,PASSED
openBrowser(toString()),Chrome 74.0.3729.169,,2019-06-14 17:22:02,2019-06-14 17:22:09,6.303s,PASSED
"navigateToUrl(""http://18.138.12.239/"")",Chrome 74.0.3729.169,,2019-06-14 17:22:09,2019-06-14 17:22:17,8.602s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,2019-06-14 17:22:17,2019-06-14 17:22:18,1.168s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-14 17:22:18,2019-06-14 17:22:28,10.022s,PASSED
"check(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/span_concat(Don  t show this popup again)_check""))",Chrome 74.0.3729.169,,2019-06-14 17:22:28,2019-06-14 17:22:29,0.108s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/button_Close""))",Chrome 74.0.3729.169,,2019-06-14 17:22:29,2019-06-14 17:22:29,0.067s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-14 17:22:29,2019-06-14 17:22:39,10.004s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/span_Start shopping now _login-icon""))",Chrome 74.0.3729.169,,2019-06-14 17:22:39,2019-06-14 17:22:39,0.115s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/a_Sign In""))",Chrome 74.0.3729.169,,2019-06-14 17:22:39,2019-06-14 17:22:41,2.375s,PASSED
"setText(findTestObject(""Object Repository/add to cart/Page_Sign In/input_Sign In_loginusername""), ""himangi.tankha@ranosys.com"")",Chrome 74.0.3729.169,,2019-06-14 17:22:41,2019-06-14 17:22:42,0.471s,PASSED
"setEncryptedText(findTestObject(""Object Repository/add to cart/Page_Sign In/input_Sign In_loginpassword""), ""8SQVv/p9jVTHLrggi8kCzw=="")",Chrome 74.0.3729.169,,2019-06-14 17:22:42,2019-06-14 17:22:42,0.162s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-14 17:22:42,2019-06-14 17:22:47,5.004s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Sign In/button_Sign In""))",Chrome 74.0.3729.169,,2019-06-14 17:22:47,2019-06-14 17:22:51,3.825s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-14 17:22:51,2019-06-14 17:23:01,10.003s,PASSED
,,,,,,
