Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Add Receipt,Chrome 74.0.3729.169,,2019-06-14 16:13:49,2019-06-14 16:15:26,1m - 37.013s,FAILED
,,,,,,
Test Cases/Login,Chrome 74.0.3729.169,,2019-06-14 16:13:49,2019-06-14 16:14:48,58.603s,PASSED
openBrowser(toString()),Chrome 74.0.3729.169,,2019-06-14 16:13:49,2019-06-14 16:13:55,5.938s,PASSED
"navigateToUrl(""http://18.138.12.239/"")",Chrome 74.0.3729.169,,2019-06-14 16:13:55,2019-06-14 16:14:04,8.812s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,2019-06-14 16:14:04,2019-06-14 16:14:05,1.157s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-14 16:14:05,2019-06-14 16:14:15,10.024s,PASSED
"check(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/span_concat(Don  t show this popup again)_check""))",Chrome 74.0.3729.169,,2019-06-14 16:14:15,2019-06-14 16:14:15,0.143s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/button_Close""))",Chrome 74.0.3729.169,,2019-06-14 16:14:15,2019-06-14 16:14:16,0.074s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-14 16:14:16,2019-06-14 16:14:26,10.005s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/span_Start shopping now _login-icon""))",Chrome 74.0.3729.169,,2019-06-14 16:14:26,2019-06-14 16:14:26,0.098s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/a_Sign In""))",Chrome 74.0.3729.169,,2019-06-14 16:14:26,2019-06-14 16:14:28,2.411s,PASSED
"setText(findTestObject(""Object Repository/add to cart/Page_Sign In/input_Sign In_loginusername""), ""himangi.tankha@ranosys.com"")",Chrome 74.0.3729.169,,2019-06-14 16:14:28,2019-06-14 16:14:29,0.457s,PASSED
"setEncryptedText(findTestObject(""Object Repository/add to cart/Page_Sign In/input_Sign In_loginpassword""), ""8SQVv/p9jVTHLrggi8kCzw=="")",Chrome 74.0.3729.169,,2019-06-14 16:14:29,2019-06-14 16:14:29,0.179s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-14 16:14:29,2019-06-14 16:14:34,5.006s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Sign In/button_Sign In""))",Chrome 74.0.3729.169,,2019-06-14 16:14:34,2019-06-14 16:14:38,4.000s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-14 16:14:38,2019-06-14 16:14:48,10.002s,PASSED
,,,,,,
Test Cases/Add Receipt,Chrome 74.0.3729.169,,2019-06-14 16:14:48,2019-06-14 16:15:25,37.410s,FAILED
"click(findTestObject(""My Order/Page_My Orders/img""))",Chrome 74.0.3729.169,,2019-06-14 16:14:48,2019-06-14 16:14:51,2.644s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-14 16:14:51,2019-06-14 16:15:01,10.005s,PASSED
"click(findTestObject(""Add Receipt/Page_Welcome to The Thread Theory  The Thread Theory/span_Start shopping now _login-b-icon""))",Chrome 74.0.3729.169,,2019-06-14 16:15:01,2019-06-14 16:15:01,0.072s,PASSED
"click(findTestObject(""Add Receipt/Page_Welcome to The Thread Theory  The Thread Theory/li_My Orders""))",Chrome 74.0.3729.169,,2019-06-14 16:15:01,2019-06-14 16:15:04,3.793s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-14 16:15:04,2019-06-14 16:15:09,5.004s,PASSED
"click(findTestObject(""Add Receipt/Page_My Orders/span_View Order""))",Chrome 74.0.3729.169,,2019-06-14 16:15:09,2019-06-14 16:15:12,2.553s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-14 16:15:12,2019-06-14 16:15:17,5.002s,PASSED
"click(findTestObject(""Add Receipt/Page_Order  000000052/span_Add Receipt""))",Chrome 74.0.3729.169,,2019-06-14 16:15:17,2019-06-14 16:15:19,2.470s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-14 16:15:19,2019-06-14 16:15:24,5.003s,PASSED
"click(findTestObject(""Add Receipt/Page_Payment Receipt/input__tran_datetime""))",Chrome 74.0.3729.169,,2019-06-14 16:15:24,2019-06-14 16:15:25,0.155s,PASSED
"doubleClick(findTestObject(""Add Receipt/Page_Payment Receipt/span_Prev""))",Chrome 74.0.3729.169,,2019-06-14 16:15:25,2019-06-14 16:15:25,0.119s,PASSED
"click(findTestObject(""Add Receipt/Page_Payment Receipt/a_14""))",Chrome 74.0.3729.169,,2019-06-14 16:15:25,2019-06-14 16:15:25,0.370s,FAILED
