Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Multiple Address Checkout,Chrome 74.0.3729.169,,2019-06-19 18:02:26,2019-06-19 18:08:49,6m - 22.700s,FAILED
,,,,,,
Test Cases/Login,Chrome 74.0.3729.169,,2019-06-19 18:02:27,2019-06-19 18:03:33,1m - 6.734s,PASSED
openBrowser(toString()),Chrome 74.0.3729.169,,2019-06-19 18:02:27,2019-06-19 18:02:33,5.888s,PASSED
"navigateToUrl(""http://18.138.12.239/"")",Chrome 74.0.3729.169,,2019-06-19 18:02:33,2019-06-19 18:02:48,15.364s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,2019-06-19 18:02:48,2019-06-19 18:02:49,1.177s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-19 18:02:49,2019-06-19 18:02:59,10.025s,PASSED
"check(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/span_concat(Don  t show this popup again)_check""))",Chrome 74.0.3729.169,,2019-06-19 18:02:59,2019-06-19 18:03:00,0.151s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/button_Close""))",Chrome 74.0.3729.169,,2019-06-19 18:03:00,2019-06-19 18:03:00,0.087s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-19 18:03:00,2019-06-19 18:03:10,10.004s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/span_Start shopping now _login-icon""))",Chrome 74.0.3729.169,,2019-06-19 18:03:10,2019-06-19 18:03:10,0.099s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/a_Sign In""))",Chrome 74.0.3729.169,,2019-06-19 18:03:10,2019-06-19 18:03:12,2.621s,PASSED
"setText(findTestObject(""Object Repository/add to cart/Page_Sign In/input_Sign In_loginusername""), ""himangi.tankha@ranosys.com"")",Chrome 74.0.3729.169,,2019-06-19 18:03:12,2019-06-19 18:03:13,0.453s,PASSED
"setEncryptedText(findTestObject(""Object Repository/add to cart/Page_Sign In/input_Sign In_loginpassword""), ""8SQVv/p9jVTHLrggi8kCzw=="")",Chrome 74.0.3729.169,,2019-06-19 18:03:13,2019-06-19 18:03:13,0.164s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-19 18:03:13,2019-06-19 18:03:18,5.004s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Sign In/button_Sign In""))",Chrome 74.0.3729.169,,2019-06-19 18:03:18,2019-06-19 18:03:23,5.376s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-19 18:03:23,2019-06-19 18:03:33,10.004s,PASSED
,,,,,,
Test Cases/Multi Add To Cart,Chrome 74.0.3729.169,,2019-06-19 18:03:33,2019-06-19 18:07:27,3m - 53.675s,FAILED
openBrowser(toString()),Chrome 74.0.3729.169,,2019-06-19 18:03:34,2019-06-19 18:03:34,0.003s,NOT_RUN
"navigateToUrl(""http://18.138.12.239/"")",Chrome 74.0.3729.169,,2019-06-19 18:03:34,2019-06-19 18:03:34,0.002s,NOT_RUN
maximizeWindow(),Chrome 74.0.3729.169,,2019-06-19 18:03:34,2019-06-19 18:03:34,0.001s,NOT_RUN
delay(10),Chrome 74.0.3729.169,,2019-06-19 18:03:34,2019-06-19 18:03:34,0.006s,NOT_RUN
"check(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/span_concat(Don  t show this popup again)_check""))",Chrome 74.0.3729.169,,2019-06-19 18:03:34,2019-06-19 18:03:34,0.002s,NOT_RUN
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/button_Close""))",Chrome 74.0.3729.169,,2019-06-19 18:03:34,2019-06-19 18:03:34,0.002s,NOT_RUN
delay(10),Chrome 74.0.3729.169,,2019-06-19 18:03:34,2019-06-19 18:03:34,0.003s,NOT_RUN
"mouseOver(findTestObject(""add to cart/menu_cart_mini/Page_Work Wear - DRESSES - SHOP/span_SHOP""))",Chrome 74.0.3729.169,,2019-06-19 18:03:34,2019-06-19 18:03:34,0.079s,PASSED
