Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Multiple Address Checkout,Chrome 74.0.3729.169,,2019-06-17 15:07:07,2019-06-17 15:08:22,1m - 15.032s,FAILED
,,,,,,
Test Cases/Login,Chrome 74.0.3729.169,,2019-06-17 15:07:07,2019-06-17 15:08:05,58.674s,PASSED
openBrowser(toString()),Chrome 74.0.3729.169,,2019-06-17 15:07:07,2019-06-17 15:07:13,6.180s,PASSED
"navigateToUrl(""http://18.138.12.239/"")",Chrome 74.0.3729.169,,2019-06-17 15:07:13,2019-06-17 15:07:22,8.330s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,2019-06-17 15:07:22,2019-06-17 15:07:23,1.143s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-17 15:07:23,2019-06-17 15:07:33,10.027s,PASSED
"check(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/span_concat(Don  t show this popup again)_check""))",Chrome 74.0.3729.169,,2019-06-17 15:07:33,2019-06-17 15:07:33,0.151s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/button_Close""))",Chrome 74.0.3729.169,,2019-06-17 15:07:33,2019-06-17 15:07:33,0.076s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-17 15:07:33,2019-06-17 15:07:43,10.004s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/span_Start shopping now _login-icon""))",Chrome 74.0.3729.169,,2019-06-17 15:07:43,2019-06-17 15:07:43,0.125s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/a_Sign In""))",Chrome 74.0.3729.169,,2019-06-17 15:07:43,2019-06-17 15:07:46,2.409s,PASSED
"setText(findTestObject(""Object Repository/add to cart/Page_Sign In/input_Sign In_loginusername""), ""himangi.tankha@ranosys.com"")",Chrome 74.0.3729.169,,2019-06-17 15:07:46,2019-06-17 15:07:46,0.493s,PASSED
"setEncryptedText(findTestObject(""Object Repository/add to cart/Page_Sign In/input_Sign In_loginpassword""), ""8SQVv/p9jVTHLrggi8kCzw=="")",Chrome 74.0.3729.169,,2019-06-17 15:07:46,2019-06-17 15:07:46,0.173s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-17 15:07:46,2019-06-17 15:07:51,5.005s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Sign In/button_Sign In""))",Chrome 74.0.3729.169,,2019-06-17 15:07:51,2019-06-17 15:07:55,4.232s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-17 15:07:55,2019-06-17 15:08:05,10.003s,PASSED
,,,,,,
Test Cases/Multi Add To Cart,Chrome 74.0.3729.169,,2019-06-17 15:08:05,2019-06-17 15:08:21,15.323s,FAILED
"mouseOver(findTestObject(""add to cart/menu_cart_mini/Page_Work Wear - DRESSES - SHOP/span_SHOP""))",Chrome 74.0.3729.169,,2019-06-17 15:08:06,2019-06-17 15:08:06,0.077s,PASSED
openBrowser(toString()),Chrome 74.0.3729.169,,2019-06-17 15:08:06,2019-06-17 15:08:06,0.002s,NOT_RUN
"navigateToUrl(""http://18.138.12.239/"")",Chrome 74.0.3729.169,,2019-06-17 15:08:06,2019-06-17 15:08:06,0.001s,NOT_RUN
maximizeWindow(),Chrome 74.0.3729.169,,2019-06-17 15:08:06,2019-06-17 15:08:06,0.001s,NOT_RUN
delay(10),Chrome 74.0.3729.169,,2019-06-17 15:08:06,2019-06-17 15:08:06,0.001s,NOT_RUN
"check(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/span_concat(Don  t show this popup again)_check""))",Chrome 74.0.3729.169,,2019-06-17 15:08:06,2019-06-17 15:08:06,0.001s,NOT_RUN
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/button_Close""))",Chrome 74.0.3729.169,,2019-06-17 15:08:06,2019-06-17 15:08:06,0.001s,NOT_RUN
delay(10),Chrome 74.0.3729.169,,2019-06-17 15:08:06,2019-06-17 15:08:06,0.001s,NOT_RUN
"mouseOver(findTestObject(""add to cart/menu_cart_mini/Page_Work Wear - DRESSES - SHOP/span_SHOP""))",Chrome 74.0.3729.169,,2019-06-17 15:08:06,2019-06-17 15:08:06,0.068s,PASSED
"click(findTestObject(""add to cart/menu_cart_mini/Page_Work Wear - DRESSES - SHOP/span_Work Wear""))",Chrome 74.0.3729.169,,2019-06-17 15:08:06,2019-06-17 15:08:15,9.193s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-17 15:08:15,2019-06-17 15:08:20,5.005s,PASSED
"scrollToElement(findTestObject(""Filter_Sort/Page_Work Wear - DRESSES - SHOP/img_Quick View_imgage-additional""), 5)",Chrome 74.0.3729.169,,2019-06-17 15:08:20,2019-06-17 15:08:20,0.099s,PASSED
"mouseOver(findTestObject(""Filter_Sort/Page_Work Wear - DRESSES - SHOP/img_Quick View_imgage-additional""))",Chrome 74.0.3729.169,,2019-06-17 15:08:20,2019-06-17 15:08:20,0.051s,PASSED
"click(findTestObject(""Filter_Sort/Page_Work Wear - DRESSES - SHOP/img_Quick View_imgage-additional""))",Chrome 74.0.3729.169,,2019-06-17 15:08:20,2019-06-17 15:08:21,0.583s,FAILED
