Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Multiple Address Checkout,Chrome 74.0.3729.169,,2019-06-18 15:37:01,2019-06-18 15:39:44,2m - 43.751s,FAILED
,,,,,,
Test Cases/Login,Chrome 74.0.3729.169,,2019-06-18 15:37:01,2019-06-18 15:37:59,57.815s,PASSED
openBrowser(toString()),Chrome 74.0.3729.169,,2019-06-18 15:37:01,2019-06-18 15:37:07,6.223s,PASSED
"navigateToUrl(""http://18.138.12.239/"")",Chrome 74.0.3729.169,,2019-06-18 15:37:07,2019-06-18 15:37:15,8.000s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,2019-06-18 15:37:15,2019-06-18 15:37:17,1.149s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-18 15:37:17,2019-06-18 15:37:27,10.029s,PASSED
"check(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/span_concat(Don  t show this popup again)_check""))",Chrome 74.0.3729.169,,2019-06-18 15:37:27,2019-06-18 15:37:27,0.159s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/button_Close""))",Chrome 74.0.3729.169,,2019-06-18 15:37:27,2019-06-18 15:37:27,0.067s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-18 15:37:27,2019-06-18 15:37:37,10.005s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/span_Start shopping now _login-icon""))",Chrome 74.0.3729.169,,2019-06-18 15:37:37,2019-06-18 15:37:37,0.124s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/a_Sign In""))",Chrome 74.0.3729.169,,2019-06-18 15:37:37,2019-06-18 15:37:39,2.438s,PASSED
"setText(findTestObject(""Object Repository/add to cart/Page_Sign In/input_Sign In_loginusername""), ""himangi.tankha@ranosys.com"")",Chrome 74.0.3729.169,,2019-06-18 15:37:39,2019-06-18 15:37:40,0.421s,PASSED
"setEncryptedText(findTestObject(""Object Repository/add to cart/Page_Sign In/input_Sign In_loginpassword""), ""8SQVv/p9jVTHLrggi8kCzw=="")",Chrome 74.0.3729.169,,2019-06-18 15:37:40,2019-06-18 15:37:40,0.165s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-18 15:37:40,2019-06-18 15:37:45,5.003s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Sign In/button_Sign In""))",Chrome 74.0.3729.169,,2019-06-18 15:37:45,2019-06-18 15:37:49,3.724s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-18 15:37:49,2019-06-18 15:37:59,10.003s,PASSED
,,,,,,
Test Cases/Multi Add To Cart,Chrome 74.0.3729.169,,2019-06-18 15:37:59,2019-06-18 15:39:44,1m - 44.819s,FAILED
openBrowser(toString()),Chrome 74.0.3729.169,,2019-06-18 15:37:59,2019-06-18 15:37:59,0.002s,NOT_RUN
"navigateToUrl(""http://18.138.12.239/"")",Chrome 74.0.3729.169,,2019-06-18 15:37:59,2019-06-18 15:37:59,0.001s,NOT_RUN
maximizeWindow(),Chrome 74.0.3729.169,,2019-06-18 15:37:59,2019-06-18 15:37:59,0.001s,NOT_RUN
delay(10),Chrome 74.0.3729.169,,2019-06-18 15:37:59,2019-06-18 15:37:59,0.006s,NOT_RUN
"check(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/span_concat(Don  t show this popup again)_check""))",Chrome 74.0.3729.169,,2019-06-18 15:37:59,2019-06-18 15:37:59,0.001s,NOT_RUN
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/button_Close""))",Chrome 74.0.3729.169,,2019-06-18 15:37:59,2019-06-18 15:37:59,0.000s,NOT_RUN
delay(10),Chrome 74.0.3729.169,,2019-06-18 15:37:59,2019-06-18 15:37:59,0.000s,NOT_RUN
"mouseOver(findTestObject(""add to cart/menu_cart_mini/Page_Work Wear - DRESSES - SHOP/span_SHOP""))",Chrome 74.0.3729.169,,2019-06-18 15:37:59,2019-06-18 15:37:59,0.084s,PASSED
"click(findTestObject(""add to cart/menu_cart_mini/Page_Work Wear - DRESSES - SHOP/span_Work Wear""))",Chrome 74.0.3729.169,,2019-06-18 15:37:59,2019-06-18 15:38:10,10.744s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-18 15:38:10,2019-06-18 15:38:20,10.003s,PASSED
"scrollToElement(findTestObject(""add to cart/Page_DRESSES - SHOP/img_Quick View_imgage-additional""), 5)",Chrome 74.0.3729.169,,2019-06-18 15:38:20,2019-06-18 15:38:20,0.103s,PASSED
"mouseOver(findTestObject(""add to cart/Page_DRESSES - SHOP/img_Quick View_imgage-additional""))",Chrome 74.0.3729.169,,2019-06-18 15:38:20,2019-06-18 15:38:20,0.073s,PASSED
"clickOffset(findTestObject(""add to cart/Page_DRESSES - SHOP/img_Quick View_imgage-additional""), 650, 400)",Chrome 74.0.3729.169,,2019-06-18 15:38:20,2019-06-18 15:38:25,4.516s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-18 15:38:25,2019-06-18 15:38:35,10.003s,PASSED
"click(findTestObject(""add to cart/Page_Lana Lace Romper (Navy) (1)/div_L""))",Chrome 74.0.3729.169,,2019-06-18 15:38:35,2019-06-18 15:38:35,0.184s,PASSED
"click(findTestObject(""add to cart/Page_Lana Lace Romper (Navy)/span_OS_cs-font clever-icon-plus""))",Chrome 74.0.3729.169,,2019-06-18 15:38:35,2019-06-18 15:38:35,0.076s,PASSED
"click(findTestObject(""add to cart/menu_cart_mini/Page_Softly Edelweiss Swiss Dot Dress (Powder Blue)/button_Add to Cart""))",Chrome 74.0.3729.169,,2019-06-18 15:38:35,2019-06-18 15:38:35,0.146s,PASSED
delay(8),Chrome 74.0.3729.169,,2019-06-18 15:38:35,2019-06-18 15:38:43,8.004s,PASSED
"click(findTestObject(""add to cart/Page_Fall Of Sunflowers Dress (White)/span_2                                        2                items""))",Chrome 74.0.3729.169,,2019-06-18 15:38:43,2019-06-18 15:38:43,0.173s,PASSED
"click(findTestObject(""View Kart/Page_Lana Lace Romper (Navy)/span_View cart""))",Chrome 74.0.3729.169,,2019-06-18 15:38:43,2019-06-18 15:38:57,13.458s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-18 15:38:57,2019-06-18 15:39:02,5.004s,PASSED
"click(findTestObject(""GuestUser/Page_Shopping Cart/strong_Summary""))",Chrome 74.0.3729.169,,2019-06-18 15:39:02,2019-06-18 15:39:02,0.103s,PASSED
