Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Buy Gift Card,Chrome 75.0.3770.100,,2019-06-27 12:26:11,2019-06-27 12:30:39,4m - 27.560s,ERROR
,,,,,,
Test Cases/Add Gift Card,Chrome 75.0.3770.100,,2019-06-27 12:26:12,2019-06-27 12:28:12,2m - 0.467s,PASSED
openBrowser(toString()),Chrome 75.0.3770.100,,2019-06-27 12:26:12,2019-06-27 12:26:18,5.922s,PASSED
driver = getWebDriver(),Chrome 75.0.3770.100,,2019-06-27 12:26:18,2019-06-27 12:26:18,0.012s,PASSED
"baseUrl = ""http://18.138.12.239/""",Chrome 75.0.3770.100,,2019-06-27 12:26:18,2019-06-27 12:26:18,0.001s,PASSED
"selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Chrome 75.0.3770.100,,2019-06-27 12:26:18,2019-06-27 12:26:18,0.115s,PASSED
"selenium.open(""http://18.138.12.239/"")",Chrome 75.0.3770.100,,2019-06-27 12:26:18,2019-06-27 12:26:31,13.234s,PASSED
maximizeWindow(),Chrome 75.0.3770.100,,2019-06-27 12:26:31,2019-06-27 12:26:33,1.162s,PASSED
delay(10),Chrome 75.0.3770.100,,2019-06-27 12:26:33,2019-06-27 12:26:43,10.029s,PASSED
"check(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/span_concat(Don  t show this popup again)_check""))",Chrome 75.0.3770.100,,2019-06-27 12:26:43,2019-06-27 12:26:43,0.200s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/button_Close""))",Chrome 75.0.3770.100,,2019-06-27 12:26:43,2019-06-27 12:26:43,0.167s,PASSED
delay(10),Chrome 75.0.3770.100,,2019-06-27 12:26:43,2019-06-27 12:26:53,10.003s,PASSED
"click(findTestObject(""gift card/Page_My Account/a_Give a Gift Card""))",Chrome 75.0.3770.100,,2019-06-27 12:26:53,2019-06-27 12:27:07,13.752s,PASSED
delay(10),Chrome 75.0.3770.100,,2019-06-27 12:27:07,2019-06-27 12:27:17,10.004s,PASSED
"selenium.click(""id=product-collection-image-198"")",Chrome 75.0.3770.100,,2019-06-27 12:27:17,2019-06-27 12:27:25,8.611s,PASSED
delay(5),Chrome 75.0.3770.100,,2019-06-27 12:27:25,2019-06-27 12:27:30,5.005s,PASSED
"selenium.click(""id=am_giftcard_amount"")",Chrome 75.0.3770.100,,2019-06-27 12:27:30,2019-06-27 12:27:30,0.141s,PASSED
"selenium.select(""id=am_giftcard_amount"", ""label=SGD 15.00"")",Chrome 75.0.3770.100,,2019-06-27 12:27:30,2019-06-27 12:27:31,0.113s,PASSED
"selenium.click(""xpath=(.//*[normalize-space(text()) and normalize-space(.)='Choose card Image'])[1]/following::img[1]"")",Chrome 75.0.3770.100,,2019-06-27 12:27:31,2019-06-27 12:27:31,0.071s,PASSED
delay(5),Chrome 75.0.3770.100,,2019-06-27 12:27:31,2019-06-27 12:27:36,5.005s,PASSED
"selenium.click(""id=am_giftcard_sender_name"")",Chrome 75.0.3770.100,,2019-06-27 12:27:36,2019-06-27 12:27:36,0.101s,PASSED
"selenium.type(""id=am_giftcard_sender_name"", ""Himangi"")",Chrome 75.0.3770.100,,2019-06-27 12:27:36,2019-06-27 12:27:36,0.056s,PASSED
delay(5),Chrome 75.0.3770.100,,2019-06-27 12:27:36,2019-06-27 12:27:41,5.003s,PASSED
"selenium.click(""id=am_giftcard_sender_email"")",Chrome 75.0.3770.100,,2019-06-27 12:27:41,2019-06-27 12:27:41,0.094s,PASSED
"selenium.type(""id=am_giftcard_sender_email"", ""himangi.tankha@ranosys.com"")",Chrome 75.0.3770.100,,2019-06-27 12:27:41,2019-06-27 12:27:41,0.064s,PASSED
delay(5),Chrome 75.0.3770.100,,2019-06-27 12:27:41,2019-06-27 12:27:46,5.003s,PASSED
"selenium.click(""id=am_giftcard_recipient_name"")",Chrome 75.0.3770.100,,2019-06-27 12:27:46,2019-06-27 12:27:46,0.159s,PASSED
"selenium.type(""id=am_giftcard_recipient_name"", ""Shubham"")",Chrome 75.0.3770.100,,2019-06-27 12:27:46,2019-06-27 12:27:46,0.073s,PASSED
