Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Add Receipt,Chrome 74.0.3729.169,,2019-06-14 17:29:36,2019-06-14 17:31:50,2m - 13.574s,FAILED
,,,,,,
Test Cases/Login,Chrome 74.0.3729.169,,2019-06-14 17:29:37,2019-06-14 17:30:36,59.365s,PASSED
openBrowser(toString()),Chrome 74.0.3729.169,,2019-06-14 17:29:37,2019-06-14 17:29:43,6.076s,PASSED
"navigateToUrl(""http://18.138.12.239/"")",Chrome 74.0.3729.169,,2019-06-14 17:29:43,2019-06-14 17:29:52,9.321s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,2019-06-14 17:29:52,2019-06-14 17:29:53,1.174s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-14 17:29:53,2019-06-14 17:30:04,10.030s,PASSED
"check(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/span_concat(Don  t show this popup again)_check""))",Chrome 74.0.3729.169,,2019-06-14 17:30:04,2019-06-14 17:30:04,0.219s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/button_Close""))",Chrome 74.0.3729.169,,2019-06-14 17:30:04,2019-06-14 17:30:04,0.216s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-14 17:30:04,2019-06-14 17:30:14,10.003s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/span_Start shopping now _login-icon""))",Chrome 74.0.3729.169,,2019-06-14 17:30:14,2019-06-14 17:30:14,0.100s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/a_Sign In""))",Chrome 74.0.3729.169,,2019-06-14 17:30:14,2019-06-14 17:30:17,2.456s,PASSED
"setText(findTestObject(""Object Repository/add to cart/Page_Sign In/input_Sign In_loginusername""), ""himangi.tankha@ranosys.com"")",Chrome 74.0.3729.169,,2019-06-14 17:30:17,2019-06-14 17:30:17,0.454s,PASSED
"setEncryptedText(findTestObject(""Object Repository/add to cart/Page_Sign In/input_Sign In_loginpassword""), ""8SQVv/p9jVTHLrggi8kCzw=="")",Chrome 74.0.3729.169,,2019-06-14 17:30:17,2019-06-14 17:30:17,0.162s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-14 17:30:17,2019-06-14 17:30:22,5.003s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Sign In/button_Sign In""))",Chrome 74.0.3729.169,,2019-06-14 17:30:22,2019-06-14 17:30:26,3.833s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-14 17:30:26,2019-06-14 17:30:36,10.004s,PASSED
,,,,,,
Test Cases/Add Receipt,Chrome 74.0.3729.169,,2019-06-14 17:30:36,2019-06-14 17:31:49,1m - 13.154s,FAILED
"click(findTestObject(""My Order/Page_My Orders/img""))",Chrome 74.0.3729.169,,2019-06-14 17:30:36,2019-06-14 17:30:39,2.487s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-14 17:30:39,2019-06-14 17:30:49,10.003s,PASSED
"click(findTestObject(""Add Receipt/Page_Welcome to The Thread Theory  The Thread Theory/span_Start shopping now _login-b-icon""))",Chrome 74.0.3729.169,,2019-06-14 17:30:49,2019-06-14 17:30:49,0.130s,PASSED
"click(findTestObject(""Add Receipt/Page_Welcome to The Thread Theory  The Thread Theory/li_My Orders""))",Chrome 74.0.3729.169,,2019-06-14 17:30:49,2019-06-14 17:30:52,2.804s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-14 17:30:52,2019-06-14 17:30:57,5.002s,PASSED
"click(findTestObject(""Add Receipt/Page_My Orders/span_View Order""))",Chrome 74.0.3729.169,,2019-06-14 17:30:57,2019-06-14 17:30:59,2.444s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-14 17:30:59,2019-06-14 17:31:04,5.004s,PASSED
"click(findTestObject(""Add Receipt/Page_Order  000000052/span_Add Receipt""))",Chrome 74.0.3729.169,,2019-06-14 17:31:04,2019-06-14 17:31:07,2.555s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-14 17:31:07,2019-06-14 17:31:12,5.004s,PASSED
"click(findTestObject(""Add Receipt/Page_Payment Receipt/input__tran_datetime""))",Chrome 74.0.3729.169,,2019-06-14 17:31:12,2019-06-14 17:31:12,0.142s,PASSED
"click(findTestObject(""Add Receipt/Page_Payment Receipt/span_Prev""))",Chrome 74.0.3729.169,,2019-06-14 17:31:12,2019-06-14 17:31:12,0.100s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-14 17:31:12,2019-06-14 17:31:17,5.003s,PASSED
"click(findTestObject(""Add Receipt/Page_Payment Receipt/a_14""))",Chrome 74.0.3729.169,,2019-06-14 17:31:17,2019-06-14 17:31:49,32.229s,FAILED
