Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Buy Gift Card,Chrome 75.0.3770.100,,2019-06-27 12:42:56,2019-06-27 12:47:41,4m - 44.706s,FAILED
,,,,,,
Test Cases/Add Gift Card,Chrome 75.0.3770.100,,2019-06-27 12:42:57,2019-06-27 12:44:55,1m - 58.679s,PASSED
openBrowser(toString()),Chrome 75.0.3770.100,,2019-06-27 12:42:57,2019-06-27 12:43:03,6.066s,PASSED
driver = getWebDriver(),Chrome 75.0.3770.100,,2019-06-27 12:43:03,2019-06-27 12:43:03,0.020s,PASSED
"baseUrl = ""http://18.138.12.239/""",Chrome 75.0.3770.100,,2019-06-27 12:43:03,2019-06-27 12:43:03,0.001s,PASSED
"selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Chrome 75.0.3770.100,,2019-06-27 12:43:03,2019-06-27 12:43:03,0.159s,PASSED
"selenium.open(""http://18.138.12.239/"")",Chrome 75.0.3770.100,,2019-06-27 12:43:03,2019-06-27 12:43:15,11.240s,PASSED
maximizeWindow(),Chrome 75.0.3770.100,,2019-06-27 12:43:15,2019-06-27 12:43:16,1.285s,PASSED
delay(10),Chrome 75.0.3770.100,,2019-06-27 12:43:16,2019-06-27 12:43:26,10.024s,PASSED
"check(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/span_concat(Don  t show this popup again)_check""))",Chrome 75.0.3770.100,,2019-06-27 12:43:26,2019-06-27 12:43:26,0.147s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/button_Close""))",Chrome 75.0.3770.100,,2019-06-27 12:43:26,2019-06-27 12:43:26,0.075s,PASSED
delay(10),Chrome 75.0.3770.100,,2019-06-27 12:43:26,2019-06-27 12:43:36,10.004s,PASSED
"click(findTestObject(""gift card/Page_My Account/a_Give a Gift Card""))",Chrome 75.0.3770.100,,2019-06-27 12:43:36,2019-06-27 12:43:48,12.015s,PASSED
delay(10),Chrome 75.0.3770.100,,2019-06-27 12:43:48,2019-06-27 12:43:58,10.004s,PASSED
"selenium.click(""id=product-collection-image-198"")",Chrome 75.0.3770.100,,2019-06-27 12:43:58,2019-06-27 12:44:08,10.283s,PASSED
delay(5),Chrome 75.0.3770.100,,2019-06-27 12:44:08,2019-06-27 12:44:14,5.003s,PASSED
"selenium.click(""id=am_giftcard_amount"")",Chrome 75.0.3770.100,,2019-06-27 12:44:14,2019-06-27 12:44:14,0.125s,PASSED
"selenium.select(""id=am_giftcard_amount"", ""label=SGD 15.00"")",Chrome 75.0.3770.100,,2019-06-27 12:44:14,2019-06-27 12:44:14,0.134s,PASSED
