Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Add Receipt,Chrome 74.0.3729.169,,2019-06-14 17:16:47,2019-06-14 17:19:01,2m - 13.219s,FAILED
,,,,,,
Test Cases/Login,Chrome 74.0.3729.169,,2019-06-14 17:16:48,2019-06-14 17:17:46,58.476s,PASSED
openBrowser(toString()),Chrome 74.0.3729.169,,2019-06-14 17:16:48,2019-06-14 17:16:54,6.175s,PASSED
"navigateToUrl(""http://18.138.12.239/"")",Chrome 74.0.3729.169,,2019-06-14 17:16:54,2019-06-14 17:17:03,8.504s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,2019-06-14 17:17:03,2019-06-14 17:17:04,1.147s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-14 17:17:04,2019-06-14 17:17:14,10.023s,PASSED
"check(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/span_concat(Don  t show this popup again)_check""))",Chrome 74.0.3729.169,,2019-06-14 17:17:14,2019-06-14 17:17:14,0.140s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/button_Close""))",Chrome 74.0.3729.169,,2019-06-14 17:17:14,2019-06-14 17:17:14,0.069s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-14 17:17:14,2019-06-14 17:17:24,10.004s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/span_Start shopping now _login-icon""))",Chrome 74.0.3729.169,,2019-06-14 17:17:24,2019-06-14 17:17:24,0.111s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/a_Sign In""))",Chrome 74.0.3729.169,,2019-06-14 17:17:24,2019-06-14 17:17:26,2.471s,PASSED
"setText(findTestObject(""Object Repository/add to cart/Page_Sign In/input_Sign In_loginusername""), ""himangi.tankha@ranosys.com"")",Chrome 74.0.3729.169,,2019-06-14 17:17:26,2019-06-14 17:17:27,0.457s,PASSED
"setEncryptedText(findTestObject(""Object Repository/add to cart/Page_Sign In/input_Sign In_loginpassword""), ""8SQVv/p9jVTHLrggi8kCzw=="")",Chrome 74.0.3729.169,,2019-06-14 17:17:27,2019-06-14 17:17:27,0.164s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-14 17:17:27,2019-06-14 17:17:32,5.005s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Sign In/button_Sign In""))",Chrome 74.0.3729.169,,2019-06-14 17:17:32,2019-06-14 17:17:36,3.885s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-14 17:17:36,2019-06-14 17:17:46,10.004s,PASSED
,,,,,,
Test Cases/Add Receipt,Chrome 74.0.3729.169,,2019-06-14 17:17:46,2019-06-14 17:19:00,1m - 13.764s,FAILED
"click(findTestObject(""My Order/Page_My Orders/img""))",Chrome 74.0.3729.169,,2019-06-14 17:17:46,2019-06-14 17:17:49,2.631s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-14 17:17:49,2019-06-14 17:17:59,10.002s,PASSED
"click(findTestObject(""Add Receipt/Page_Welcome to The Thread Theory  The Thread Theory/span_Start shopping now _login-b-icon""))",Chrome 74.0.3729.169,,2019-06-14 17:17:59,2019-06-14 17:17:59,0.088s,PASSED
"click(findTestObject(""Add Receipt/Page_Welcome to The Thread Theory  The Thread Theory/li_My Orders""))",Chrome 74.0.3729.169,,2019-06-14 17:17:59,2019-06-14 17:18:03,3.561s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-14 17:18:03,2019-06-14 17:18:08,5.005s,PASSED
"click(findTestObject(""Add Receipt/Page_My Orders/span_View Order""))",Chrome 74.0.3729.169,,2019-06-14 17:18:08,2019-06-14 17:18:10,2.417s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-14 17:18:10,2019-06-14 17:18:15,5.005s,PASSED
"click(findTestObject(""Add Receipt/Page_Order  000000052/span_Add Receipt""))",Chrome 74.0.3729.169,,2019-06-14 17:18:15,2019-06-14 17:18:17,2.379s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-14 17:18:17,2019-06-14 17:18:22,5.003s,PASSED
"click(findTestObject(""Add Receipt/Page_Payment Receipt/input__tran_datetime""))",Chrome 74.0.3729.169,,2019-06-14 17:18:22,2019-06-14 17:18:22,0.127s,PASSED
"doubleClick(findTestObject(""Add Receipt/Page_Payment Receipt/span_Prev""))",Chrome 74.0.3729.169,,2019-06-14 17:18:22,2019-06-14 17:18:23,0.184s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-14 17:18:23,2019-06-14 17:18:28,5.004s,PASSED
"click(findTestObject(""Add Receipt/Page_Payment Receipt/a_14""))",Chrome 74.0.3729.169,,2019-06-14 17:18:28,2019-06-14 17:19:00,32.128s,FAILED
