Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Add Receipt,Chrome 74.0.3729.169,,2019-06-14 16:29:39,2019-06-14 16:32:00,2m - 21.034s,FAILED
,,,,,,
Test Cases/Login,Chrome 74.0.3729.169,,2019-06-14 16:29:39,2019-06-14 16:31:18,1m - 38.882s,PASSED
openBrowser(toString()),Chrome 74.0.3729.169,,2019-06-14 16:29:40,2019-06-14 16:29:46,5.936s,PASSED
"navigateToUrl(""http://18.138.12.239/"")",Chrome 74.0.3729.169,,2019-06-14 16:29:46,2019-06-14 16:30:35,49.252s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,2019-06-14 16:30:35,2019-06-14 16:30:36,1.159s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-14 16:30:36,2019-06-14 16:30:46,10.025s,PASSED
"check(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/span_concat(Don  t show this popup again)_check""))",Chrome 74.0.3729.169,,2019-06-14 16:30:46,2019-06-14 16:30:46,0.142s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/button_Close""))",Chrome 74.0.3729.169,,2019-06-14 16:30:46,2019-06-14 16:30:46,0.069s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-14 16:30:46,2019-06-14 16:30:56,10.003s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/span_Start shopping now _login-icon""))",Chrome 74.0.3729.169,,2019-06-14 16:30:56,2019-06-14 16:30:56,0.085s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/a_Sign In""))",Chrome 74.0.3729.169,,2019-06-14 16:30:56,2019-06-14 16:30:59,2.436s,PASSED
"setText(findTestObject(""Object Repository/add to cart/Page_Sign In/input_Sign In_loginusername""), ""himangi.tankha@ranosys.com"")",Chrome 74.0.3729.169,,2019-06-14 16:30:59,2019-06-14 16:30:59,0.462s,PASSED
"setEncryptedText(findTestObject(""Object Repository/add to cart/Page_Sign In/input_Sign In_loginpassword""), ""8SQVv/p9jVTHLrggi8kCzw=="")",Chrome 74.0.3729.169,,2019-06-14 16:30:59,2019-06-14 16:30:59,0.152s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-14 16:30:59,2019-06-14 16:31:04,5.004s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Sign In/button_Sign In""))",Chrome 74.0.3729.169,,2019-06-14 16:31:04,2019-06-14 16:31:08,3.849s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-14 16:31:08,2019-06-14 16:31:18,10.003s,PASSED
,,,,,,
Test Cases/Add Receipt,Chrome 74.0.3729.169,,2019-06-14 16:31:18,2019-06-14 16:31:59,41.200s,FAILED
"click(findTestObject(""My Order/Page_My Orders/img""))",Chrome 74.0.3729.169,,2019-06-14 16:31:18,2019-06-14 16:31:21,2.696s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-14 16:31:21,2019-06-14 16:31:31,10.003s,PASSED
"click(findTestObject(""Add Receipt/Page_Welcome to The Thread Theory  The Thread Theory/span_Start shopping now _login-b-icon""))",Chrome 74.0.3729.169,,2019-06-14 16:31:31,2019-06-14 16:31:31,0.096s,PASSED
"click(findTestObject(""Add Receipt/Page_Welcome to The Thread Theory  The Thread Theory/li_My Orders""))",Chrome 74.0.3729.169,,2019-06-14 16:31:31,2019-06-14 16:31:34,2.489s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-14 16:31:34,2019-06-14 16:31:39,5.004s,PASSED
"click(findTestObject(""Add Receipt/Page_My Orders/span_View Order""))",Chrome 74.0.3729.169,,2019-06-14 16:31:39,2019-06-14 16:31:41,2.414s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-14 16:31:41,2019-06-14 16:31:46,5.005s,PASSED
"click(findTestObject(""Add Receipt/Page_Order  000000052/span_Add Receipt""))",Chrome 74.0.3729.169,,2019-06-14 16:31:46,2019-06-14 16:31:49,2.493s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-14 16:31:49,2019-06-14 16:31:54,5.003s,PASSED
"click(findTestObject(""Add Receipt/Page_Payment Receipt/input__tran_datetime""))",Chrome 74.0.3729.169,,2019-06-14 16:31:54,2019-06-14 16:31:54,0.144s,PASSED
"doubleClick(findTestObject(""Add Receipt/Page_Payment Receipt/span_Prev""))",Chrome 74.0.3729.169,,2019-06-14 16:31:54,2019-06-14 16:31:54,0.112s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-14 16:31:54,2019-06-14 16:31:59,5.004s,PASSED
"click(findTestObject(""Add Receipt/Page_Payment Receipt/a_14""))",Chrome 74.0.3729.169,,2019-06-14 16:31:59,2019-06-14 16:31:59,0.441s,FAILED
