Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Checkout with My Account,Chrome 74.0.3729.169,,2019-06-19 11:10:28,2019-06-19 11:12:19,1m - 51.574s,FAILED
,,,,,,
Test Cases/Guest_Login_Checkout,Chrome 74.0.3729.169,,2019-06-19 11:10:28,2019-06-19 11:12:05,1m - 37.160s,FAILED
openBrowser(toString()),Chrome 74.0.3729.169,,2019-06-19 11:10:28,2019-06-19 11:10:34,6.134s,PASSED
"navigateToUrl(""http://18.138.12.239/"")",Chrome 74.0.3729.169,,2019-06-19 11:10:34,2019-06-19 11:10:43,8.407s,PASSED
maximizeWindow(),Chrome 74.0.3729.169,,2019-06-19 11:10:43,2019-06-19 11:10:44,1.173s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-19 11:10:44,2019-06-19 11:10:54,10.025s,PASSED
"check(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/span_concat(Don  t show this popup again)_check""))",Chrome 74.0.3729.169,,2019-06-19 11:10:54,2019-06-19 11:10:54,0.141s,PASSED
"click(findTestObject(""Object Repository/add to cart/Page_Welcome to The Thread Theory  The Thread Theory/button_Close""))",Chrome 74.0.3729.169,,2019-06-19 11:10:54,2019-06-19 11:10:54,0.072s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-19 11:10:54,2019-06-19 11:11:04,10.004s,PASSED
"mouseOver(findTestObject(""add to cart/menu_cart_mini/Page_Work Wear - DRESSES - SHOP/span_SHOP""))",Chrome 74.0.3729.169,,2019-06-19 11:11:04,2019-06-19 11:11:04,0.111s,PASSED
"click(findTestObject(""add to cart/menu_cart_mini/Page_Work Wear - DRESSES - SHOP/span_Work Wear""))",Chrome 74.0.3729.169,,2019-06-19 11:11:04,2019-06-19 11:11:13,9.257s,PASSED
delay(5),Chrome 74.0.3729.169,,2019-06-19 11:11:13,2019-06-19 11:11:18,5.004s,PASSED
"scrollToElement(findTestObject(""Filter_Sort/Page_Work Wear - DRESSES - SHOP/img_Quick View_imgage-additional""), 5)",Chrome 74.0.3729.169,,2019-06-19 11:11:18,2019-06-19 11:11:19,0.120s,PASSED
"mouseOver(findTestObject(""Filter_Sort/Page_Work Wear - DRESSES - SHOP/img_Quick View_imgage-additional""))",Chrome 74.0.3729.169,,2019-06-19 11:11:19,2019-06-19 11:11:19,0.055s,PASSED
"click(findTestObject(""Filter_Sort/Page_Work Wear - DRESSES - SHOP/img_Quick View_imgage-additional""))",Chrome 74.0.3729.169,,2019-06-19 11:11:19,2019-06-19 11:11:22,3.725s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-19 11:11:22,2019-06-19 11:11:32,10.004s,PASSED
"click(findTestObject(""add to cart/Page_Lana Lace Romper (Navy) (1)/div_L""))",Chrome 74.0.3729.169,,2019-06-19 11:11:32,2019-06-19 11:11:32,0.150s,PASSED
"click(findTestObject(""add to cart/Page_Lana Lace Romper (Navy)/span_OS_cs-font clever-icon-plus""))",Chrome 74.0.3729.169,,2019-06-19 11:11:32,2019-06-19 11:11:33,0.081s,PASSED
"click(findTestObject(""add to cart/menu_cart_mini/Page_Softly Edelweiss Swiss Dot Dress (Powder Blue)/button_Add to Cart""))",Chrome 74.0.3729.169,,2019-06-19 11:11:33,2019-06-19 11:11:33,0.187s,PASSED
"click(findTestObject(""add to cart/Page_Lana Lace Romper (Navy)/span_2                                        2                items""))",Chrome 74.0.3729.169,,2019-06-19 11:11:33,2019-06-19 11:12:05,32.168s,FAILED
,,,,,,
Test Cases/Add Receipt ATM,Chrome 74.0.3729.169,,2019-06-19 11:12:05,2019-06-19 11:12:18,13.459s,FAILED
"click(findTestObject(""My Order/Page_My Orders/img""))",Chrome 74.0.3729.169,,2019-06-19 11:12:05,2019-06-19 11:12:08,2.641s,PASSED
delay(10),Chrome 74.0.3729.169,,2019-06-19 11:12:08,2019-06-19 11:12:18,10.008s,PASSED
"click(findTestObject(""Add Receipt/Page_Welcome to The Thread Theory  The Thread Theory/span_Start shopping now _login-b-icon""))",Chrome 74.0.3729.169,,2019-06-19 11:12:18,2019-06-19 11:12:18,0.561s,FAILED
